Course Name,Platform
"Build A Blog Using AspNet Core, Angular 11 And SQL Server",Udemy
Bootstrap From Scratch - Fast and Responsive Web Development,Udemy
Make Cost-Optimized Decisions on AWS,Pluralsight
2021 - Learn Angular from scratch step by step,Udemy
Essential Cloud Infrastructure: Core Services en Français,Coursera
Microsoft Azure for Node.js Developers - Cloud Patterns and Architecture,Pluralsight
Microsoft Azure Cognitive Services: Face API,Pluralsight
Serilog Enrichers: Getting Common Information into Log Entries,Pluralsight
Getting Started with Android Studio,Pluralsight
Building Desktop Apps with Ionic and Electron,Pluralsight
Defeating Injection Attacks in ASP.NET and ASP.NET Core,Pluralsight
Securing Microsoft Azure Data Access Endpoints,Pluralsight
Developing Web Applications and Web APIs Protected by Azure Active Directory,Pluralsight
JAVA 10 New Features - Crash Course,Udemy
The Complete Modern JavaScript Masterclass 2021,Udemy
Delivering Content on AWS with Amazon CloudFront,Pluralsight
Microsoft Azure Developer: Implement Azure Functions,Pluralsight
Microsoft Azure Developer: Create Azure App Service Web Apps,Pluralsight
Architecting ASP.NET Core Applications: Best Practices,Pluralsight
Cloud Application Development Foundations,Coursera
Serverless Machine Learning with Tensorflow on Google Cloud Platform auf Deutsch,Coursera
C# ile Hayatın Gerçekleri,Udemy
Cinematic Design in Unity with Cinemachine and Timeline,Pluralsight
Designing a Monitoring Strategy for the Microsoft Azure Data Platform,Pluralsight
Xamarin.Android: Getting Started,Pluralsight
C# Scripting in Unity: Script Optimization,Pluralsight
Deploying Windows Virtual Desktop in Microsoft Azure,Pluralsight
Advanced Networking on AWS,Pluralsight
Managing AWS Operations,Pluralsight
Design Authorization for Microsoft Azure,Pluralsight
Google Cloud Platform Big Data and Machine Learning Fundamentals,Pluralsight
Microsoft Azure Developer: Implementing Application Logging with App Service Logs,Pluralsight
Complete Bootstrap 5 Course From Scratch With 3 Projects,Udemy
"Build Responsive website using HTML5, CSS3 and Javascript",Udemy
Developing .NET Core Applications with DynamoDB on AWS,Pluralsight
Mastering cPanel - Manage Hosting for Yourself and Clients,Udemy
Java11 New Features - Learn by coding it,Udemy
Architecting with Google Compute Engine en Français,Coursera
Architecting with Google Compute Engine auf Deutsch,Coursera
Ajax for Beginners: A Very Basic Introduction,Udemy
Master class Bootstrap 5 Course - Responsive Web Design,Udemy
Creating & Deploying Microsoft Azure Machine Learning Studio Solutions,Pluralsight
Identity and Access Management on AWS: Designing and Implementing an AWS Organization,Pluralsight
Microsoft Azure AI Engineer: Developing ML Pipelines in Microsoft Azure,Pluralsight
Creating List-based Screens in Xamarin.Forms,Pluralsight
Developing JavaScript Single Page Applications Protected by Azure Active Directory,Pluralsight
Learn Creational Design Patterns in Java,Udemy
Node Js: API Development with Sails Js Build REST API,Udemy
Creating a Responsive Layout with Bootstrap Grid,Pluralsight
Versioning and Evolving Microservices in ASP.NET Core,Pluralsight
Azure for Developers: Optimize with Azure Application Gateway,LinkedIn Learning
Securing Microservices in ASP.NET Core,Pluralsight
Android Development Essential Training: Distributing Apps with Kotlin,LinkedIn Learning
Creating Game Environments in Unity and Maya,Pluralsight
Introduction to Spring Cloud Contract,Pluralsight
Aurelia JS - Create Mobile Apps using Aurelia JS,Udemy
Identity and Access Management on AWS: Policies and Permissions,Pluralsight
Design a Monitoring Strategy for Infrastructure in Microsoft Azure,Pluralsight
Creating a Character Stat System in Unity,Pluralsight
Refactoring an App to Microsoft Azure Apps,Pluralsight
Managing SQL Server Database Maintenance,Pluralsight
Designing a Data Archiving Strategy on Microsoft Azure,Pluralsight
Core Python: Introspection,Pluralsight
Microsoft Azure Developer: Creating and Integrating AI with Azure Services,Pluralsight
Microsoft Azure Developer: Creating and Integrating AI with Azure Services,Pluralsight
Design a Monitoring Strategy for Identity and Security in Microsoft Azure,Pluralsight
Feature Engineering en Français,Coursera
"Become an Expert Coder: Learn Java, Android and Kotlin!",Udemy
PHP for Beginners: PDO Crash Course 2021,Udemy
Replacing jQuery with Vanilla JavaScript,Udemy
Securing Applications on AWS,Pluralsight
SQL Server: Understanding Database Fundamentals (98-364),Pluralsight
"Build Responsive Website Using HTML5, CSS3, JS And Bootstrap",Udemy
Deploying Azure Active Directory,LinkedIn Learning
Reliable Cloud Infrastructure: Design and Process en Français,Coursera
Express ( Web Framework) for beginners,Udemy
A Guide to Understand Java Generics with Examples,Udemy
Azure PowerShell Playbook: Azure SQL,Pluralsight
Windows 10 Configuring: Plan and Implement Microsoft Intune,Pluralsight
Windows 10 Configuring (70-697): Plan and Implement Microsoft Intune,Pluralsight
Mastering Microsoft Azure Governance,Pluralsight
Design Auditing for Microsoft Azure,Pluralsight
Microsoft Azure Developer: Aligning Functional and Non-functional Requirements,Pluralsight
AWS Cloud Development Kit: The Big Picture,Pluralsight
Software Development Master Class - Intermediate C#,Udemy
Azure for Developers: Authenticating to Azure Services Using the Microsoft Identity Platform,LinkedIn Learning
Intro to React: Build a Youtube App 2021,Udemy
Website Secrets: Get a Gorgeous Website on the Cheap,Udemy
Design Software Training Bundle,Udemy
Machine Learning and Microsoft Cognitive Services,Pluralsight
Improving Azure Data Lake Performance,Pluralsight
SQL Server 2017: Diagnosing Configuration Issues with DMVs,Pluralsight
Designing a Disaster Recovery Strategy on Microsoft Azure,Pluralsight
Microsoft Azure Developer: Performing Load Testing,Pluralsight
SQL Server 2017: Diagnosing Performance Issues with DMVs,Pluralsight
Architecting Global Private Clouds with VPC Networks,Pluralsight
Introduction to the Entity Component System in Unity,Pluralsight
Developing AI Models in Microsoft Azure,Pluralsight
Programming SQL Server Database Triggers and Functions,Pluralsight
Managing and Responding to Microsoft Azure Security Alerts,Pluralsight
Microsoft Azure DevOps Engineer: Provision Azure Resources,Pluralsight
Developing Microsoft Azure Intelligent Edge Solutions,Pluralsight
Design for Risk Prevention in Microsoft Azure,Pluralsight
Developing with .NET on Microsoft Azure - Getting Started,Pluralsight
Building Batch Data Processing Solutions in Microsoft Azure,Pluralsight
Building Your First Microsoft SQL Server Big Data Cluster,Pluralsight
CSSLP Cert Prep: 5 Secure Software Testing,LinkedIn Learning
Learning Java using JShell,Udemy
EXAM REVIEW - AWS Certified Developer Associate - 2021,Udemy
VMware Cloud on AWS Fundamentals,Pluralsight
Demystifying the AWS Certified SysOps Administrator: Associate Exam,Pluralsight
Google Cloud Platform Big Data and Machine Learning Fundamentals,Pluralsight
Securely Handling Errors and Logging Security Events in ASP.NET and ASP.NET Core,Pluralsight
Creating Security Baselines in Microsoft Azure,Pluralsight
Microsoft Azure Developer: Troubleshooting Using Microsoft Azure Portal,Pluralsight
CCSP®: Cloud Platform Security,Pluralsight
Design a Data Protection Strategy with Microsoft Azure,Pluralsight
Building Authorization in Azure Active Directory for Developers,Pluralsight
Implementing and Managing Office 365 Advanced Threat Protection,Pluralsight
Designing a Site Recovery Strategy on Microsoft Azure,Pluralsight
Deploy Apps with Microsoft Intune,Pluralsight
Working with Styles in Xamarin.Forms Applications,Pluralsight
Microsoft Azure Solutions Architect: Design a Logging and Monitoring Solution,Pluralsight
Microsoft Azure Developer: Develop Solutions with Blob Storage,Pluralsight
The Python MicroDegree: Basics To Building 10+ Applications,Udemy
Managing and Securing the Apigee Hybrid API Platform,Coursera
AR Development Techniques 02: Lighting and Physics,LinkedIn Learning
Testing Precompiled Azure Functions: Deep Dive,Pluralsight
"Citrix XenDesktop 7.15 LTSR: StoreFront, Receiver, and NetScaler Gateway",Pluralsight
Citrix XenDesktop 5: Receiver and Upgrading,Pluralsight
Citrix XenDesktop 4: Receiver and Troubleshooting,Pluralsight
Connecting On-prem Resources to Your AWS Infrastructure,Pluralsight
Microsoft Azure Batch: Fundamentals,Pluralsight
Code with Ruby - Ruby Programming,Udemy
Designing a Data Archiving Strategy on Microsoft Azure,Pluralsight
Microsoft Azure Cognitive Services: QnA Maker,Pluralsight
Securing Microsoft Azure Networks,Pluralsight
Using S3 with .NET Core on AWS,Pluralsight
Design a Monitoring Strategy for Infrastructure in Microsoft Azure,Pluralsight
Fullstack GoLang React: Design to Reality 2 ( Real World ),Udemy
Securing Access to Microsoft Azure Databases,Pluralsight
Google Cloud Product Fundamentals,Pluralsight
Designing an Intelligent Edge in Microsoft Azure,Pluralsight
AWS CloudFormation Templates: Getting Started,Pluralsight
Python for Beginners (Includes Object Oriented Programming),Udemy
Microsoft Azure Administrator: Manage Storage Accounts,Pluralsight
Microsoft Azure Developer: Implement API Management,Pluralsight
Lets Learn C++ and Make a 2D Dungeon Game!,Udemy
Android Security: Effective Permission Handling,Pluralsight
Auto Scaling AWS Resources,Pluralsight
Preventing Threats Using Palo Alto Firewalls,Pluralsight
Assessing and Planning Microsoft Azure Migration,Pluralsight
Assessing and Planning Microsoft Azure Migration,Pluralsight
Microsoft Azure DevOps Engineer: Recommend and Design System Feedback Mechanisms,Pluralsight
"Core Python: Numeric Types, Dates, and Times",Pluralsight
Configuring Microsoft Azure Data Infrastructure Security,Pluralsight
Microsoft Azure Administrator: Manage Microsoft Azure Active Directory Objects,Pluralsight
Create TASK MANAGER app with PHP and MySQL,Udemy
Deploying Databases with Octopus,Pluralsight
Managing Microsoft Azure Security,Pluralsight
Android Fundamentals: Layouts,Pluralsight
Managing Microsoft Azure App Service Protection,Pluralsight
Testing Fundamentals in iOS,Pluralsight
Implementing a Microsoft Azure Search Solution,Pluralsight
SQL Server: Using SentryOne Plan Explorer,Pluralsight
Implementing Data Continuity and Availability in Microsoft Azure,Pluralsight
Optimizing Microsoft Azure Data Solutions,Pluralsight
Building Multi-step Applications with AWS Step Functions,Pluralsight
Configuring Encryption for Data at Rest in Microsoft Azure,Pluralsight
Microsoft Azure Developer: Preparing to Take the AZ-204 Exam,Pluralsight
Exam Alert: Design Monitoring in Microsoft Azure,Pluralsight
ISTQB® Foundation: Testing throughout the Software Development Lifecycle,Pluralsight
Architecting with Google Kubernetes Engine en Français,Coursera
Feature Engineering 日本語版,Coursera
CSSLP®: Secure Software Testing,Pluralsight
Android Keyboard Inputs: Getting Started,Pluralsight
Building a Voice-enabled Serverless Website with AWS Polly,Pluralsight
Google Cloud Functions Fundamentals,Pluralsight
Developing Applications with AWS Rekognition,Pluralsight
Microsoft Azure Stack Hub Development: Getting Started,Pluralsight
Setting up a Cloud Solution Environment on Google Cloud,Pluralsight
Leveraging Advanced Networking and Load Balancing Services on the GCP,Pluralsight
Microsoft Azure Cognitive Services: Translator Text API,Pluralsight
Android Fundamentals: Views and Adapters,Pluralsight
Identify Information Architecture Requirements with Microsoft Azure,Pluralsight
Microsoft Azure Database Monitoring Playbook,Pluralsight
Business Transformation with Google Cloud,Pluralsight
Microsoft Azure Developer: Configuring CORS Access for Storage,Pluralsight
Developing Stream Processing Applications with AWS Kinesis,Pluralsight
Maintaining Deployment Security in Microsoft Azure,Pluralsight
Implementing Microsoft Azure Subscription Security,Pluralsight
Troubleshooting SQL Server Performance Problems,Pluralsight
Operationalizing Microsoft Azure AI Solutions,Pluralsight
Developing Models in Microsoft Azure,Pluralsight
Microsoft Azure Solutions Architect: Design for High Availability,Pluralsight
Strategies for Microservice Scalability and Availability in ASP.NET Core,Pluralsight
All about NextJS,Udemy
"Two C# applications implemented in Blazor, WPF and others",Udemy
SQL Server: Building Multi-instance Asynchronous Applications,Pluralsight
Implementing Microsoft Azure Marketplace Tools & Resources,Pluralsight
Salesforce Sharing and Security Fundamentals,Pluralsight
Microsoft Azure Developer: Implementing File Storage,Pluralsight
"Leveraging Google Cloud Armor, Security Scanner and the Data Loss Prevention API",Pluralsight
Visualizing Data in ggplot 2: R Data Playbook,Pluralsight
Monitoring Microsoft Azure Data Storage,Pluralsight
C# Scripting in Unity: The Observer Pattern,Pluralsight
PowerShell Playbook: Automating Active Directory,Pluralsight
Microsoft Azure Alert Configuration Playbook,Pluralsight
Securing Microsoft Azure Subscriptions,Pluralsight
Building Features for Computer Vision in Microsoft Azure,Pluralsight
Advanced AWS Storage and Database Design,Pluralsight
Getting Started with Android Development,Pluralsight
Getting Started with SQL Server Maintenance,Pluralsight
Building and Running Custom ASP.NET Core Containers,Pluralsight
Microsoft Azure Solutions Architect: Design for Cost Optimization,Pluralsight
