Course Name,Platform
Game Design and Development 5: Capstone Project,Coursera
Game Design and Development 4: 3D Platformer,Coursera
Java程序设计,Coursera
C#程序设计,Coursera
面向对象技术高级课程（The Advanced Object-Oriented Technology）,Coursera
Web Application Development: Basic Concepts,Coursera
Документы и презентации в LaTeX (Introduction to LaTeX),Coursera
Lean Software Development,Coursera
Engineering Practices for Building Quality Software,Coursera
Programming for Everybody (Getting Started with Python),FutureLearn
Python Data Structures,edX
Developing Android Apps with App Inventor,Coursera
Exploratory Data Analysis with MATLAB,Coursera
Engineering Maintainable Android Apps,Coursera
Mastering Programming with MATLAB,Coursera
Responsive Web Design,Coursera
Developing Android Apps,Udacity
Data Structures and Design Patterns for Game Developers,Coursera
Intermediate Object-Oriented Programming for Unity Games,Coursera
Software Design as an Element of the Software Development Lifecycle,Coursera
Software Design as an Abstraction,Coursera
Software Design Methods and Tools,Coursera
Software Design Threats and Mitigations,Coursera
"Simulation, Algorithm Analysis, and Pointers",Coursera
"Programming Foundations with JavaScript, HTML and CSS",Coursera
"JavaScript, часть 1: основы и функции",Coursera
Основы HTML и CSS,Coursera
Тонкости верстки,Coursera
"JavaScript, часть 2: прототипы и асинхронность",Coursera
用 Python 做商管程式設計（一）(Programming for Business Computing in Python (1)),Coursera
The Development of Mobile Health Monitoring Systems,Coursera
Fundamentos de Android,Coursera
Introduction to Game Development,Coursera
Introduction to Android graphics,Coursera
Desarrollo de aplicaciones con Android,Coursera
3D Graphics in Android: Sensors and VR,Coursera
Android Graphics with OpenGL ES,Coursera
Advanced App Development in Android Capstone,Coursera
3D Models for Virtual Reality,Coursera
Introduction to Virtual Reality,Coursera
Desarrollo de aplicaciones avanzadas con Android,Coursera
Relational database systems,Coursera
Getting Started with SAS Programming,Coursera
NoSQL systems,Coursera
Designing data-intensive applications,Coursera
Practical SAS Programming and Certification Review,Coursera
Arte 3D y animación en videojuegos,Coursera
Videojuegos: ¿de qué hablamos?,Coursera
Desarrollo de Aplicaciones Web: Conceptos Básicos,Coursera
Разработка корпоративных систем. Часть 1. Модели жизненного цикла,Coursera
Разработка корпоративных систем. Часть 2. Строгие методологии разработки,Coursera
Использование механизмов операционных систем в разработке программного обеспечения,Coursera
Методологии антикризисного жизненного цикла корпоративных систем,Coursera
Модели антикризисного жизненного цикла корпоративных систем,Coursera
AR (Augmented Reality) & Video Streaming Services Emerging Technologies,Coursera
Desarrollo de Videojuegos en Unity: Una Introducción,Coursera
Diseño de Videojuegos: Una introducción,Coursera
Desarrollo de Videojuegos 3D en Unity: Una Introducción,Coursera
Creación de diagramas de clases UML en GenMyModel,Coursera
Mobile Application Experiences Part 1: From a Domain to an App Idea,edX
Diagramas UML estructurales para la Ingeniería del Software,edX
Programming for the Web with JavaScript,edX
Diseñando páginas web con Bootstrap 4,Coursera
Programación Orientada a Objetos con Python,Coursera
Desarrollo de páginas con Angular,Coursera
Laboratório de Programação Orientada a Objetos - Parte 1,Coursera
Kotlin for Java Developers,Coursera
Building Scalable Java Microservices with Spring Boot and Spring Cloud,Coursera
AWS Fundamentals: Addressing Security Risk,Coursera
AWS Fundamentals: Migrating to the Cloud,Coursera
Preparing for the Google Cloud Associate Cloud Engineer Exam,Coursera
Introduction to MongoDB,Coursera
Foundations for Big Data Analysis with SQL,Coursera
Preparing for the Google Cloud Professional Data Engineer Exam,Coursera
Making Your First Virtual Reality Game,Coursera
Разработка веб-сервисов на Go - основы языка,Coursera
Business Transformation with Google Cloud,Coursera
VR and 360 Video Production,Coursera
3D Interaction Design in Virtual Reality,Coursera
Building Interactive 3D Characters and Social VR,Coursera
Getting Started with Azure,Coursera
Princípios de Desenvolvimento Ágil de Software,Coursera
TDD – Desenvolvimento de Software Guiado por Testes,Coursera
"Introduction to XR: VR, AR, and MR Foundations",Coursera
Google Cloud Platform Big Data and Machine Learning Fundamentals en Español,Coursera
Analyzing Big Data with SQL,Coursera
أساسيات مواقع الويب سريعة الاستجابة: البرمجة باستخدام HTML وCSS وJavaScript,Coursera
Building Containerized Applications on AWS,Coursera
Введение в язык Котлин,Coursera
Быстрый старт в разработке Android-приложений,Coursera
Создание Web-сервисов на Python,Coursera
Core Interaction Programming,Coursera
SQL Server数据库技术,Coursera
Azure Infrastructure Fundamentals,Coursera
系统平台与计算环境,Coursera
Основы разработки на C++: красный пояс,Coursera
Введение в iOS-разработку,Coursera
Migrating to Google Cloud,Coursera
Mobile VR App Development with Unity,Coursera
Develop and Deploy Windows Applications on Google Cloud Platform,Coursera
Security Best Practices in Google Cloud,Coursera
Google Cloud Platform Fundamentals: Core Infrastructure 日本語版,Coursera
Hybrid Cloud Infrastructure Foundations with Anthos,Coursera
c#高级编程,Coursera
Building Modern Python Applications on AWS,Coursera
"Logging, Monitoring and Observability in Google Cloud",Coursera
系统平台与C#程序基础,Coursera
Data Processing with Azure,Coursera
Основы разработки на С++: черный пояс,Coursera
Windows可视化程序设计,Coursera
Application Systems Programming,Coursera
Building Modern Node.js Applications on AWS,Coursera
AWS IoT: Developing and Deploying an Internet of Things,Coursera
游戏策划与设计,Coursera
COBOL Programming with VSCode,Coursera
3D Interactions and Navigation,Coursera
Building Modern Java Applications on AWS,Coursera
Web of Data,Coursera
Google Cloud Platform Big Data and Machine Learning Fundamentals 日本語版,Coursera
Cloud Computing Fundamentals on Alibaba Cloud,Coursera
Google Cloud Platform Fundamentals: Core Infrastructure dalam bahasa Indonesia,Coursera
Hybrid Cloud Service Mesh with Anthos,Coursera
Feature Engineering en Español,Coursera
Google Cloud Platform Fundamentals: Core Infrastructure en Français,Coursera
Introduction to Java,Coursera
Introduction to AWS Identity and Access Management,Coursera
Protecting Cloud Architecture with Alibaba Cloud,Coursera
Getting Started With Game Development Using PyGame,Coursera
Managing Change when Moving to Google Cloud,Coursera
"Smart Analytics, Machine Learning, and AI on GCP en Español",Coursera
IBM Cloud Essentials,Coursera
Preparing for the Google Cloud Professional Cloud Architect Exam 日本語版,Coursera
Introduction to Object-Oriented Programming with Java,Coursera
The Java Language,Coursera
Writing Java Application Code,Coursera
Java Class Library,Coursera
ML Pipelines on Google Cloud,Coursera
Object-Oriented Hierarchies in Java,Coursera
Bases de datos y SQL para ciencia de datos,Coursera
"Smart Analytics, Machine Learning, and AI on GCP 日本語版",Coursera
"Smart Analytics, Machine Learning, and AI on GCP em Português Brasileiro",Coursera
"Smart Analytics, Machine Learning, and AI on GCP en Français",Coursera
Private Cloud Management on IBM Power Systems,Coursera
Python Basics: Selection and Iteration,Coursera
Building Cloud Native and Multicloud,Coursera
Preparing for Google Associate Cloud Engineer Exam Español,Coursera
Understanding Your Google Cloud Platform Costs en Español,Coursera
Object-Oriented Python: Inheritance and Encapsulation,Coursera
Optimizing Your Google Cloud Platform (GCP) Costs en Español,Coursera
"Python Object Basics: Functions, Recursion, and Objects",Coursera
"Python Basic Structures: Lists, Strings, and Files",Coursera
Conceptos Básicos de IBM Cloud,Coursera
Understanding Your Google Cloud Platform Costs em Português,Coursera
Optimizing Your Google Cloud Platform (GCP) Costs 日本語版,Coursera
Optimizing Your Google Cloud Platform Costs en Français,Coursera
Optimizing Your Google Cloud Platform Costs em Português,Coursera
Aspectos básicos de AWS: Migración a la nube,Coursera
Programming Languages,Udacity
Programming for Everybody: Python Data Structures,FutureLearn
"Unix Tools: Data, Software and Production Engineering",edX
Learn to Program: Crafting Quality Code,Coursera
Software Development Fundamentals,edX
Mobile Application Experiences,edX
Code Yourself! An Introduction to Programming,Coursera
HTML5 Coding Essentials and Best Practices,edX
Mobile Application Experiences Part 3: Building Mobile Apps,edX
Mobile Application Experiences Part 4: Understanding Use,edX
Mobile Application Experiences Part 5: Reporting Research Findings,edX
Hacker Tools,Others
"Java Programming: Arrays, Lists, and Structured Data",Coursera
Full Stack Foundations,Udacity
Introduction To Swift Programming,Coursera
Software Development Process,Udacity
Build Your Portfolio Website with HTML and CSS,Coursera
Understanding and Visualizing Data with Python,Coursera
Building Web Applications in Django,Coursera
Python Basics,Coursera
Introduction to Programming for the Visual Arts with p5.js,Kadenze
Product Management Certificate,Kadenze
Object-Oriented JavaScript,Udacity
Software Architecture,Coursera
Разработка интерфейсов: финальный проект,Coursera
Begin Programming: Build Your First Mobile Game,FutureLearn
Advanced Relational Database and SQL,Coursera
Practical Introduction to the Command Line,Coursera
Mastering the Software Engineering Interview,Coursera
"Online Games: Literature, New Media, and Narrative",Coursera
Diseño y creación de videojuegos: proyecto final,Coursera
MATLAB and Octave for Beginners,edX
Programming for Everybody (Getting Started with Python),edX
Responsive Web Design Fundamentals,Udacity
Introduction to Bootstrap - A Tutorial,edX
Data Wrangling with MongoDB,Udacity
Programación para todos (empezando con Python),edX
"Python Functions, Files, and Dictionaries",Coursera
Data Collection and Processing with Python,Coursera
Web Application Technologies and Django,Coursera
Inferential Statistical Analysis with Python,Coursera
C++ For Programmers,Udacity
"Using JavaScript, JQuery, and JSON in Django",Coursera
Django Features and Libraries,Coursera
Estructuras de Datos con Python,edX
Web Application Technologies and Django,edX
Building Web Applications in Django,FutureLearn
Building Web Applications in Django,edX
Web Application Technologies and Django,FutureLearn
"Using JavaScript, jQuery, and JSON in Django",FutureLearn
"Using JavaScript, JQuery, and JSON in Django",edX
Django Features and Libraries,FutureLearn
Django Features and Libraries,edX
Estruturas de dados Python,Coursera
Best Practices for iOS User Interface Design,Coursera
"Capstone: Retrieving, Processing, and Visualizing Data with Python",Coursera
Introduction to Java Programming – Part 1,edX
Introducción al desarrollo de aplicaciones web,edX
网络游戏设计与开发毕业项目,Coursera
Introduction to Java Programming: Starting to code in Java,edX
Fundamentals of NetLogo,Complexity Explorer
Industrial IoT on Google Cloud Platform,Coursera
Networking in Google Cloud: Defining and Implementing Networks,Coursera
Build a Simple App in Android Studio with Java,Coursera
Networking in Google Cloud: Hybrid Connectivity and Network Management,Coursera
Mitigating Security Vulnerabilities on Google Cloud Platform,Coursera
Create Your First Web App with Python and Flask,Coursera
"Javascript animation for websites, storytelling, data visualization and games",Coursera
HTML and CSS: Building a Single-Page Website,Coursera
Predictive Modelling with Azure Machine Learning Studio,Coursera
Building a Text-Based Bank in Java,Coursera
Introduction to Javascript: The Basics,Coursera
Introduction to Front-end Development with ReactJS,Coursera
Manipulating Data with SQL,Coursera
Brand Marketing and SEO Tools using Wix,Coursera
Build a Google Firebase Web Application,Coursera
Creating an Interactive Story with Flutter,Coursera
Building a Dynamic Web App using PHP & MySQL,Coursera
Building a Calculator using C# in Visual Studio,Coursera
AWS: Publish a NodeJS Website from Scratch,Coursera
Introduction to Basic Game Development using Scratch,Coursera
Querying Databases Using SQL SELECT statement,Coursera
Planning for your G Suite Deployment,Coursera
Essential Cloud Infrastructure: Core Services en Español,Coursera
"Merge, Sort and Filter Data in Python Pandas",Coursera
Intermediate Object-Oriented Programming with Java,Coursera
Advanced Features with Relational Database Tables Using SQLiteStudio,Coursera
Introduction to CSS in Web Development,Coursera
Manipulate Object Properties with C# in Unity,Coursera
Build a film club web app on Google AppEngine,Coursera
Performing Data Definition and Manipulation in SQL,Coursera
Basic Game Development with Levels using Scratch,Coursera
Analyzing Video with OpenCV and NumPy,Coursera
Build a Relative Layout App in Android Studio,Coursera
Hands-On Labs in Google Cloud for Security Engineers,Coursera
Getting Started with Cascading Style Sheet,Coursera
Essential Cloud Infrastructure: Foundation 日本語版,Coursera
Create your first Java project using jGRASP,Coursera
Hands-On Labs in Google Cloud for Networking Engineers,Coursera
Essential Cloud Infrastructure: Core Services 日本語版,Coursera
Automate an e-commerce web application using Selenium & Java,Coursera
Elastic Cloud Infrastructure: Scaling and Automation 日本語版,Coursera
Create Keyboard Movement Mechanics with C# in Unity,Coursera
"Reverse and complement nucleic acid sequences (DNA, RNA) using Python",Coursera
Reliable Cloud Infrastructure: Design and Process 日本語版,Coursera
Big-O Time Complexity in Python Code,Coursera
Build an App in Android Studio using Resources,Coursera
Complex Retrieval Queries in MySQL Workbench,Coursera
Create Power-Ups and Obstacles with C# in Unity,Coursera
"Element, Class, and ID Selectors in CSS",Coursera
Build an App in Android Studio using Static Files,Coursera
Aprendiendo Python con circuitos digitales,Coursera
"Aprendiendo Python con textos, números y ecuaciones",Coursera
Análisis de documentos con servicios cognitivos de Azure,Coursera
Análisis de texto en archivos con Azure cognitive search,Coursera
Analizando sentimientos y entidades en textos con Azure,Coursera
Feature Engineering em Português Brasileiro,Coursera
Implementando un motor con Alibaba Cloud y ElasticSearch,Coursera
Elastic Cloud Infrastructure: Scaling and Automation en Français,Coursera
Introduction to Neurohacking In R,Coursera
Getting Started with Data Visualization in R,Coursera
Data Visualization in R with ggplot2,Coursera
Advanced Data Visualization with R,Coursera
Publishing Visualizations in R with Shiny and flexdashboard,Coursera
World Design for Video Games,Coursera
Intro to Relational Databases,Udacity
Introduction to Functional Programming,edX
Game Development for Modern Platforms,Coursera
Toward the Future of iOS Development with Swift,Coursera
"Games, Sensors and Media",Coursera
Client Needs and Software Requirements,Coursera
Software Testing,Udacity
Introduction to C++,edX
Advanced C++,edX
Python Programming: A Concise Introduction,Coursera
Database Systems Concepts & Design,Udacity
Introduction to Web Development,Coursera
SQL for Data Science,Coursera
Become an Android Developer,Udacity
Full Stack Web Developer,Udacity
Database Management Essentials,Coursera
Introduction à la programmation orientée objet (en C++),Coursera
Introduction to Software Development on SAP HANA,openSAP
Intro to JavaScript,Udacity
Introduction to Meteor.js Development,Coursera
Interactive 3D Graphics,Udacity
Introduction to jQuery,edX
How Virtual Reality Works,edX
Creating Virtual Reality (VR) Apps,edX
iOS App Development Basics,Coursera
"Minecraft, Coding and Teaching",edX
Intro to AJAX,Udacity
HTML5 and CSS Fundamentals,edX
Scalable Microservices with Kubernetes,Udacity
Interactive Computer Graphics,Coursera
Web Development and Design using Wordpress,Kadenze
Databases: Introduction to Relational Databases,edX
Programming Fundamentals,Coursera
"Writing, Running, and Fixing Code in C",Coursera
Initiation à la programmation (en C++),Coursera
Python Programming Essentials,Coursera
Introduction to Object-Oriented Programming with Java I: Foundations and Syntax Basics,edX
Cloud Systems Software,Coursera
Cloud Applications,Coursera
Introduction to Object-Oriented Programming with Java II: Object-Oriented Programming and Algorithms,edX
"Introduction to Object-Oriented Programming with Java III: Exceptions, Data Structures, Recursion, and GUIs",edX
Software Analysis & Testing,Udacity
Database Systems Concepts and Design,edX
Software Debugging,Udacity
Parallel Programming Concepts,openHPI
Google Cloud Platform Fundamentals: Core Infrastructure,Coursera
Object-Oriented Programming,edX
VR Software Development,Udacity
Web Design: Strategy and Information Architecture,Coursera
Intermediate C++,edX
Introduction to Software Testing,Coursera
Web Design for Everybody Capstone,Coursera
Python 3 Programming,Coursera
Data in Database,Coursera
Android App Development for Beginners,edX
"Web Coding Fundamentals: HTML, CSS and Javascript",Kadenze
"Android App Components - Intents, Activities, and Broadcast Receivers",Coursera
"Android App Components - Services, Local IPC, and Content Providers",Coursera
Introduction to Internationalization and Localization,edX
Pixel Art for Video Games,Coursera
JavaScript Promises,Udacity
Managing Machine Learning Projects with Google Cloud,Coursera
Programming in Scratch,edX
Intro to iOS App Development with Swift,Udacity
Android Basics: Multiscreen Apps,Udacity
Version Control with Git,Coursera
Responsive Images,Udacity
Querying Data with Transact-SQL,edX
Practical Numerical Methods with Python,Others
A/B Testing,Udacity
Introduction to Python: Absolute Beginner,edX
Google Cloud Platform Fundamentals for AWS Professionals,Coursera
Introduction to Programming with Python and Java,Coursera
M103: Basic Cluster Administration,MongoDB University
计算导论与C语言基础,Coursera
Multiplatform Mobile App Development with Web Technologies: Ionic and Cordova,Coursera
"Server-side Development with NodeJS, Express and MongoDB",Coursera
Front-End Web Development with React,Coursera
Multiplatform Mobile App Development with React Native,Coursera
Programming with Scratch,Coursera
Java Fundamentals for Android Development,edX
Build Your Own iOS App,Coursera
Java for Android,Coursera
Automated Software Testing: Model and State-based Testing,edX
"Automated Software Testing: Unit Testing, Coverage Criteria and Design for Testability",edX
Web Design for Everybody: Basics of Web Development & Coding,Coursera
Implementation Strategies: Cloud Computing,edX
Introduction à la programmation orientée objet (en Java),Coursera
Initiation à la programmation (en Java),Coursera
Web Applications for Everybody,Coursera
Django for Everybody,Coursera
"Coding for Designers, Managers, & Entrepreneurs I",Coursera
Extended Reality for Everybody,Coursera
"Coding for Designers, Managers, & Entrepreneurs II",Coursera
Django for Everyone,FutureLearn
Django for Everybody,FutureLearn
Django for Everybody,edX
"Coding for Designers, Managers, & Entrepreneurs III",Coursera
delete,edX
JavaScript Design Patterns,Udacity
Learn to Program in Java,edX
JavaScript Testing,Udacity
Web Applications for Everybody,Others
Learn to Code for the Web,FutureLearn
Website Performance Optimization,Udacity
Android Basics: User Input,Udacity
HTML5 Canvas,Udacity
Authentication & Authorization: OAuth,Udacity
Android Basics: Networking,Udacity
Android Basics: Data Storage,Udacity
Information Service Engineering,openHPI
Service-Oriented Architecture,Coursera
"LaTeX for Students, Engineers, and Scientists",edX
Gradle for Android and Java,Udacity
Google Cloud Platform Big Data and Machine Learning Fundamentals,Coursera
Introduction to ReactJS,edX
SQL for Data Science Capstone Project,Coursera
Concept Art for Video Games,Coursera
Low Poly Art For Video Games,Coursera
Current Gen 3D Game Prop Production,Coursera
Python Data Representations,Coursera
Jugando con Android: aprende a programar tu primera app,edX
Desarrollo de aplicaciones profesionales para Android,edX
Professional Android App Development,edX
C++程序设计,Coursera
Основы программирования на Python,Coursera
C程序设计进阶,Coursera
程序设计基础,edX
Learn to Code,Udacity
Python как иностранный,Coursera
Mastering Software Development in R,Coursera
Data Visualization & Dashboarding with R,Coursera
Ruby on Rails Web Development,Coursera
Think. Create. Code,edX
Introducción a la programación en Java: estructuras de datos y algoritmos,edX
The Computing Technology Inside Your Smartphone,edX
Black-box and White-box Testing,Coursera
Introduction to Automated Analysis,Coursera
Web and Mobile Testing with Selenium,Coursera
Front-End Web UI Frameworks and Tools: Bootstrap 4,Coursera
Front-End JavaScript Frameworks: Angular,Coursera
Introduction to Database Queries,edX
Introduction to Java Programming – Part 2,edX
Responsive Website Tutorial and Examples,Coursera
Learn to Program Using Python,edX
Introducción a la programación en Python I: Aprendiendo a programar con Python,Coursera
Python 3 : des fondamentaux aux concepts avancés du langage,France Université Numerique
Add Google Maps to your Android App,Udacity
Java für Einsteiger,openHPI
Networking for Web Developers,Udacity
Version Control with Git,Udacity
SQL for Data Analysis,Udacity
Add Google Sign-In to your Android Apps,Udacity
The Joy of Computing using Python,Swayam
"Desarrollo en HTML5, CSS y Javascript de Apps Web, Android, IOS...",Miríadax
Intro to jQuery,Udacity
Client-Server Communication,Udacity
Introduction to Python Programming,Udacity
Introduction to HTML and JavaScript,edX
Introduction to NodeJS,edX
Multiplatform Mobile App Development with NativeScript,Coursera
Developing Web Apps with SAPUI5,openSAP
Microsoft Professional Orientation : Front End Web Development,edX
Software Engineering Essentials,edX
An Introduction to SAP HANA,openSAP
Cambridge GSCE Computing Online,Others
"Developing International Software, Part 1",edX
Android Basics: User Interface,Udacity
Writing READMEs,Udacity
Client-based Web Applications development: ReactJS & Angular,Miríadax
"Desarrollo de servicios en la nube con HTML5, CSS3, JavaScript 6-7-8-9 y node.js",Miríadax
Software Testing Management,edX
Computer Programming for Everyone,FutureLearn
Building Cloud Services with the Java Spring Framework,Coursera
Scratch: Programmeren voor kinderen (8+),edX
Global Software Development,edX
"Algorithms, Data Collection, and Starting to Code",Coursera
Cloud Computing Security,Coursera
SRS Documents: Requirements and Diagrammatic Notations,Coursera
"Data Analysis and Representation, Selection and Iteration",Coursera
Requirements Elicitation: Artifact and Stakeholder Analysis,Coursera
Software Requirements Prioritization: Risk Analysis,Coursera
Requirements Specifications: Goals and Conflict Analysis,Coursera
"Abstraction, Problem Decomposition, and Functions",Coursera
MATLAB et Octave pour débutants,edX
Programming Reactive Systems,edX
Projet de programmation (en Java),Coursera
Programming Reactive Systems,Coursera
Introducción a la programación con Python,Coursera
Programming with Google Go,Coursera
iOS Development for Creative Entrepreneurs,Coursera
Introduzione a MATLAB: il LABoratorio delle MATrici,EduOpen
iOS Project: Transreality Game,Coursera
Shell Programming - A necessity for all Programmers,edX
Основы разработки на C++: белый пояс,Coursera
1C:Enterprise Junior Developer Course,Coursera
Programmazione I,edX
Basi di dati,edX
Laboratorio di programmazione: strumenti e programmi,edX
Become an iOS Developer,Udacity
計算機程式設計 (Computer Programming),Coursera
用 Python 做商管程式設計（三）(Programming for Business Computing in Python (3)),Coursera
Базы данных (Databases),Coursera
Разработка сайта на WordPress,Coursera
Индустрия компьютерных игр: ключевые правовые проблемы,Coursera
Основы олимпиадного программирования,Coursera
Introducción a Java,Coursera
Introduction to Programming Using Python,edX
Advanced Database Queries,edX
Advanced Database Administration,edX
Make Your Own App,edX
Lernen objekt-orientierter Programmierung,edX
用Python玩转数据 Data Processing Using Python,Coursera
Introducción a R,edX
Diseño de Sistemas de información gerencial para Internet con MySQL / PHP y Joomla,edX
Optimizing Your Google Cloud Platform (GCP) Costs,Coursera
UNSW Computing 1 - The Art of Programming,OpenLearning
Android Performance,Udacity
Material Design for Android Developers,Udacity
Google Location Services on Android,Udacity
Application Development for SAP Business ByDesign,openSAP
Android Wear Development,Udacity
2D Game Development with libGDX,Udacity
Java Workshop: Einführung in eine Java- Programmierumgebung (IDE),openHPI
Javascript Essentials,Udemy
Google Maps APIs,Udacity
ES6 - JavaScript Improved,Udacity
How to Install Android Studio,Udacity
Asynchronous Programming with Javascript,edX
Developing Android Apps with Kotlin,Udacity
Microsoft Future Ready: Azure Cloud Fundamentals,FutureLearn
3D Art and Audio Pipeline,Coursera
Introduction to Redis Data Structures,Others
Matlab Programming for Numerical Computation,Swayam
Problem solving Aspects and Python Programming,Swayam
Cloud computing,Swayam
Creative Coding,edX
Introduction to Mobile Solution Development,openSAP
Ada: Basic Concepts,Others
Browser Rendering Optimization,Udacity
AngularJS: Advanced Framework Techniques,edX
Build Native Mobile Apps with Flutter,Udacity
Building Interactive Prototypes using JavaScript,edX
Object Oriented Programming in C#,edX
M001: MongoDB Basics,MongoDB University
Object-oriented Programming in Python: Create Your Own Adventure Game,FutureLearn
AWS Fundamentals: Building Serverless Applications,Coursera
Preparing for the Google Cloud Professional Cloud Architect Exam,Coursera
Asset Creation and Management,Coursera
How to Win Coding Competitions: Secrets of Champions,edX
Programming in F#,edX
Build Your Own SAP Fiori App in the Cloud,openSAP
Developing Windows 10 Universal Apps – Part 3,edX
HTML5 Apps and Games,edX
"Querying, Indexing, and Full-Text Search",Others
Problem solving through Programming In C,Swayam
"C++ For C Programmers, Part B",Coursera
Designing RESTful APIs,Udacity
Semantic Web Technologies,openHPI
Extending SAP Products with SAP HANA Cloud Platform,openSAP
Create a Dynamic User Registration Form from scratch,Udemy
Managing SQL Database Transactions and Concurrency,edX
Data Access in C# and .NET Core,edX
Implementing ETL with SQL Server Integration Services,edX
Developing SQL Databases,edX
Introduction to Data Modeling,edX
Inicia en la Programacion: Primer Paso : Git y Terminal,Udemy
Developing Planet-Scale Applications in Azure Cosmos DB,edX
Introduction to C#,edX
Java Programming Fundamentals,edX
Marketing your Android apps,edX
Programación con JavaScript,Miríadax
Diseño Web con HTML5 + CSS,Miríadax
Learn Swift Programming Syntax,Udacity
Concurrency,Others
Introduction to Device Programming,edX
Introduction to TypeScript 2,edX
Writing Professional Code,edX
Android Developer Capstone Project: Building a Successful Android App,edX
Introduction to Python Programming,edX
Diseño de videojuegos,Coursera
Motores gráficos en videojuegos: game engine,Coursera
Gameplay en videojuegos,Coursera
Video Game Design and Balance,edX
Enterprise Software Lifecycle Management,edX
Разработка корпоративных систем. Часть 3. Гибкие методологии разработки,Coursera
Basics of Scientific Visualization in Mathematical Modeling of Systems,edX
Getting Started with Unreal Engine,edX
Video Game Asset Creation and Process,edX
Teamwork & Collaboration,edX
Smart Device & Mobile Emerging Technologies,Coursera
Introduction to Java Programming: Writing Good Code,edX
Introducción a la programación en Java: empezando a programar,edX
The Software Architect Code: Building the Digital World,edX
Introducción a la programación en Java: escribiendo buen código,edX
Introducción a UML,Coursera
Programación en Python,Coursera
Introducción al desarrollo web,Coursera
Maestría en Ingeniería de Software,Coursera
MATLAB Y OCTAVE para ingenieros y científicos,Miríadax
Gestión de proyectos Software con Git y GitHub,Miríadax
Introducción a la Programación para Ciencias e Ingeniería,Miríadax
Client-based Web Applications development: ReactJS & Angular,Miríadax
Reviews & Metrics for Software Improvements,Coursera
Build your very first iOS app,edX
Introdução ao Gerenciamento de produtos de software,Coursera
Project: Create an iOS app from start to finish,edX
Work with augmented reality (AR) and the web,edX
Object Oriented Java Programming: Data Structures and Beyond,Coursera
Virtual Reality (VR) App Development,edX
Java Tutorial for Complete Beginners,Udemy
Estructuras de datos en Python,Coursera
Manejo de bases de datos con Python,Coursera
"Desarrollo del lado servidor: NodeJS, Express y MongoDB",Coursera
"Desarrollo de Aplicaciones Mobile Multiplataforma con Nativescript, Angular y Redux",Coursera
"[Capstone] Software per l'analisi dei dati economici: Matlab, R, LaTeX - Laboratorio di Analisi dei dati_Economia (A)",EduOpen
Introduzione a LaTeX,EduOpen
Introduction To Python Programming,Udemy
Semantic Modelling,edX
C++ Tutorial for Complete Beginners,Udemy
Java Programming and Software Engineering Fundamentals,Coursera
Introdução à Ciência da Computação com Python Parte 2,Coursera
Introdução ao Teste de Software,Coursera
HTML and CSS for Beginners - Build a Website & Launch ONLINE,Udemy
Crash Course on Python,Coursera
基于Unity引擎的游戏开发基础,Coursera
Web Design for Web Developers: Build Beautiful Websites!,Udemy
Statistics with R,Coursera
Code Your First Game: Arcade Classic in JavaScript on Canvas,Udemy
Introduction to Programming in C,Coursera
Object Oriented Programming in Java,Coursera
AWS Fundamentals: Going Cloud-Native,Coursera
Introdução à linguagem Python,Udemy
JavaScript Introduction,edX
R Basics - R Programming Language Introduction,Udemy
Aprende HTML5 y CSS3 desde cero,Udemy
Programación para principiantes - primeros pasos,Udemy
Learn Android Application Development,Udemy
Practical PHP: Master the Basics and Code Dynamic Websites,Udemy
Visual Studio Code: Mejora tu velocidad para codificar,Udemy
Java Multithreading,Udemy
Build Your First Website in 1 Week with HTML5 and CSS3,Udemy
CSS Basics,edX
Aprenda Linguagem C - Fundamentos Para Lógica de Programação,Udemy
AWS Essentials (2019),Udemy
Beginner PHP and MySQL Tutorial,Udemy
Learn to Program in Javascript: Beginner to Pro,Udemy
Python 3 na Web com Django (Básico e Intermediário),Udemy
Using Python to Interact with the Operating System,Coursera
Java Programming Basics,Udemy
Python from Beginner to Intermediate in 30 min.,Udemy
Foundations of Front-End Web Development,Udemy
Bootstrap 4 Quick Start: Code Modern Responsive Websites,Udemy
AWS Certified Solutions Architect Associate Introduction,Udemy
Angular: Convierte cualquier template HTML en una WebAPP,Udemy
Java Design Patterns and Architecture,Udemy
AWS Developer: Building on AWS,edX
Погружение в Python,Coursera
Orientação a Objetos com Java,Coursera
Curso de C++ - Intermediário,Udemy
Introduction to Augmented Reality and ARCore,Coursera
AngularJS For Beginners,Udemy
Introducing Spring Boot,Udemy
Cloud Computing With Amazon Web Services,Udemy
Complete Bootstrap 4 course - build 3 projects,Udemy
Introduction to Game Development with Unity,Udemy
Get in touch with Tricentis Continuous Testing,Udemy
Software Testing Fundamentals,edX
A Beginners Guide to Django!,Udemy
JavaScript Fundamentals,Udemy
Cómo Programar para Emprendedores - HTML y CSS,Udemy
60+ Herramientas de desarrollo y diseño web,Udemy
Git: Become an Expert in Git & GitHub in 4 Hours,Udemy
UML Class Diagrams for Software Engineering,edX
Learn Python 3.6 for Total Beginners,Udemy
Python for Absolute Beginners!,Udemy
Creating a Great User Experience for Mobile Apps,FutureLearn
Node JS API Development for Beginners,Udemy
Web App Development with the Power of Node.js,edX
Amazon Web Services - Learning and Implementing AWS Solution,Udemy
Getting Started with Angular 2+,Udemy
